Name,Type,Image,Stats
DarkStar,Indica,https://assets.wikileaf.com/assets/strains/strain/DarkStar.jpg,THC 16%
Chocolope,Sativa,https://assets.wikileaf.com/assets/strains/strain/Chocolope.jpg,THC 22%
Carnival,Sativa,https://assets.wikileaf.com/assets/strains/strain/Carnival.jpg,THC 23%
Alien Fire,Indica,https://assets.wikileaf.com/assets/strains/strain/Alien_Fire.jpg,THC 18%
Vortex,Sativa,https://assets.wikileaf.com/assets/strains/strain/Vortex.jpg,THC 20%
Warlock,Indica,https://assets.wikileaf.com/assets/strains/strain/Warlock.jpg,THC 19%
Qush,Indica,https://assets.wikileaf.com/assets/strains/strain/Qush.png,THC 18%
Optimus Prime,Indica,https://assets.wikileaf.com/assets/strains/strain/Optimus_Prime.jpg,THC 18%
Nerds,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Nerds.png,THC 17%
Johnny Blaze,Indica,https://assets.wikileaf.com/assets/strains/strain/Johnny_Blaze.png,THC 19%
William's Wonder,Indica,https://assets.wikileaf.com/assets/strains/strain/Williams_Wonder.jpg,THC 21%
Snowcap,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Snowcap.jpg,THC 24% / CBD 4%
Jack Skellington,Sativa,https://assets.wikileaf.com/assets/strains/strain/Jack_Skellington.jpg,THC 17%
iPot,Sativa,https://assets.wikileaf.com/assets/strains/strain/iPot.jpg,THC 22%
Betty Boo,Indica,https://assets.wikileaf.com/assets/strains/strain/Betty_Boo.jpg,THC 16%
60 Day Wonder,Indica,https://assets.wikileaf.com/assets/strains/strain/60_Day_Wonder.jpg,THC 14%
White Dwarf,Indica,https://assets.wikileaf.com/assets/strains/strain/White_Dwarf.jpg,THC 15%
Ultraviolet,Sativa,https://assets.wikileaf.com/assets/strains/strain/Ultraviolet.jpg,THC 21%
Tundra,Indica,https://assets.wikileaf.com/assets/strains/strain/Tundra.jpg,THC 15%
Trojan,Indica,https://assets.wikileaf.com/assets/strains/strain/Trojan.jpg,THC 19%
Sand Storm,Indica,https://assets.wikileaf.com/assets/strains/strain/Sand_Storm.jpg,THC 16%
Rx,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Rx.jpg,THC 10%
Mace Windu,Indica,https://assets.wikileaf.com/assets/strains/strain/Mace_Windu.jpg,THC 16%
Lightstorm,Indica,https://assets.wikileaf.com/assets/strains/strain/Lightstorm.jpg,THC 16%
Karamelo,Indica,https://assets.wikileaf.com/assets/strains/strain/Karamelo.jpg,THC 20%
Chernobyl,Sativa,https://assets.wikileaf.com/assets/strains/strain/Chernobyl-Icon.jpg,THC 22%
Super Silver Haze,Sativa,https://assets.wikileaf.com/assets/strains/strain/Super_Silver_Haze_500x500.png,THC 23%
Chocolate Thai,Sativa,https://assets.wikileaf.com/assets/strains/strain/Chocolate_Thai.jpg,THC 15%
SFV OG Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/SFV_OG_Kush.png,THC 19%
Enemy of the State,Indica,https://assets.wikileaf.com/assets/strains/strain/Enemy_of_the_State.jpg,THC 14%
Dominator,Sativa,https://assets.wikileaf.com/assets/strains/strain/Dominator.jpg,THC 16%
F.O.G.,Sativa,https://assets.wikileaf.com/assets/strains/strain/F.O.G..jpg,THC 21%
Chocolate Haze,Sativa,https://assets.wikileaf.com/assets/strains/strain/Chocolate_Haze.jpg,THC 17%
Selene,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Selene.jpg,THC 22%
RockStar,Hybrid,https://assets.wikileaf.com/assets/strains/strain/RockStar-Icon.jpg,THC 17%
Kolossus,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Kolossus-Icon.png,THC 22%
Herijuana,Indica,https://assets.wikileaf.com/assets/strains/strain/Herijuana.jpg,THC 32%
Golden Tiger,Sativa,https://assets.wikileaf.com/assets/strains/strain/Golden_Tiger.jpg,THC 24%
Flying Dragon,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Flying_Dragon.jpg,THC 18%
Destroyer,Sativa,https://assets.wikileaf.com/assets/strains/strain/Destroyer.png,THC 23%
Cole Train,Indica,https://assets.wikileaf.com/assets/strains/strain/str-cole-train_500x500.png,THC 19%
Cannalope Haze,Sativa,https://assets.wikileaf.com/assets/strains/strain/Cannalope_Haze.jpg,THC 20%
Anunnaki,Sativa,https://assets.wikileaf.com/assets/strains/strain/Anunnaki.jpg,THC 19%
Albert Walker,Indica,https://assets.wikileaf.com/assets/strains/strain/Albert_Walker.jpg,THC 15%
X-Kush #1,Indica,https://assets.wikileaf.com/assets/strains/strain/X-Kush_1.jpg,THC 21%
Top 44,Indica,https://assets.wikileaf.com/assets/strains/strain/Top_44.jpg,THC 20%
Titanium,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Titanium.jpg,THC 22%
Starbud,Indica,https://assets.wikileaf.com/assets/strains/strain/Starbud.jpg,THC 20%
Sour Alien,Sativa,https://assets.wikileaf.com/assets/strains/strain/Sour_Alien.jpg,THC 16%
Rogue Thunder,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Rogue_Thunder.jpg,THC 15%
Ewok,Indica,https://assets.wikileaf.com/assets/strains/strain/Ewok.jpg,THC 19%
Delahaze,Sativa,https://assets.wikileaf.com/assets/strains/strain/Delahaze.png,THC 18%
Blue Dynamite,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Dynamite.jpg,THC 18%
Big Bang,Indica,https://assets.wikileaf.com/assets/strains/strain/Big_Bang.jpg,THC 19%
B. Lee,Sativa,https://assets.wikileaf.com/assets/strains/strain/B._Lee.jpg,THC 20%
Y Griega,Sativa,https://assets.wikileaf.com/assets/strains/strain/Y_Griega.jpg,THC 27%
Xanadu,Sativa,https://assets.wikileaf.com/assets/strains/strain/Xanadu.jpg,THC 18%
Trinity,Sativa,https://assets.wikileaf.com/assets/strains/strain/Trinity.png,THC 20%
Ghost Train Haze,Sativa,https://assets.wikileaf.com/assets/strains/strain/Ghost_Train_Haze_500x500.png,THC 25%
Bruce Banner,Sativa,https://assets.wikileaf.com/assets/strains/strain/Bruce-Banner-Icon.jpg,THC 30%
Island Sweet Skunk,Sativa,https://assets.wikileaf.com/assets/strains/strain/Island_Sweet_Skunk.jpg,THC 19%
Super Lemon Haze,Sativa,https://assets.wikileaf.com/assets/strains/strain/str-sup-lem-haz_500x500.png,THC 25%
Flo,Sativa,https://assets.wikileaf.com/assets/strains/strain/Flo.png,THC 14%
Holy Grail Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Holy_Grail_Kush_500x500.png,THC 24%
Obama Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Obama-Kush-icon.png,THC 21%
Tangerine Dream,Sativa,https://assets.wikileaf.com/assets/strains/strain/Tangerine-Dream-Icon.jpg,THC 25%
Jean Guy,Sativa,https://assets.wikileaf.com/assets/strains/strain/Jean_Guy.png,THC 25%
Sonoma Coma,Sativa,https://assets.wikileaf.com/assets/strains/strain/Sonoma_Coma.jpg,THC 25%
Gigabud,Indica,https://assets.wikileaf.com/assets/strains/strain/Gigabud.png,THC 19%
Cannalope Kush,Sativa,https://assets.wikileaf.com/assets/strains/strain/Cannalope_Kush.jpg,THC 22%
Mars OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Mars_OG.png,THC 20%
Sweet Tooth,Indica,https://assets.wikileaf.com/assets/strains/strain/Sweet_Tooth.png,THC 19%
Deadhead OG,Sativa,https://assets.wikileaf.com/assets/strains/strain/Deadhead_OG.png,THC 25%
Mazar,Indica,https://assets.wikileaf.com/assets/strains/strain/Mazar.jpg,THC 20%
Jorge's Diamonds #1,Indica,https://assets.wikileaf.com/assets/strains/strain/Jorges_Diamonds_1.jpg,THC 18%
Crimea Blue,Indica,https://assets.wikileaf.com/assets/strains/strain/Crimea_Blue.jpg,THC 18%
The Black,Indica,https://assets.wikileaf.com/assets/strains/strain/The_Black.png,THC 18%
Purple Jolly Rancher,Indica,https://assets.wikileaf.com/assets/strains/strain/Purple_Jolly_Rancher.png,THC 17%
Obsession,Indica,https://assets.wikileaf.com/assets/strains/strain/Obsession.jpg,THC 19%
La Blanca,Indica,https://assets.wikileaf.com/assets/strains/strain/la-blanca-Icon.png,THC 15%
Jack's Cleaner,Sativa,https://assets.wikileaf.com/assets/strains/strain/Jacks-Cleaner-Icon.png,THC 17%
Pineapple Punch,Sativa,https://assets.wikileaf.com/assets/strains/strain/Pineapple_Punch.jpg,THC 15%
Motavation,Indica,https://assets.wikileaf.com/assets/strains/strain/Motavation-Icon.png,THC 18%
Madness,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Madness.jpg,THC 18%
M-39,Hybrid,https://assets.wikileaf.com/assets/strains/strain/M-39.jpg,THC 14%
Flowerbomb Kush,Sativa,https://assets.wikileaf.com/assets/strains/strain/Flowerbomb_Kush.jpg,THC 19%
Arjan's Haze,Sativa,https://assets.wikileaf.com/assets/strains/strain/Arjans_Haze.jpg,THC 22%
Rug Burn OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Rug_Burn_OG.jpg,THC 26%
Lowryder,Sativa,https://assets.wikileaf.com/assets/strains/strain/Lowryder.jpg,THC 14%
Candyland,Sativa,https://assets.wikileaf.com/assets/strains/strain/Candyland-Icon.jpg,THC 19%
Purple Urkle,Indica,https://assets.wikileaf.com/assets/strains/strain/Purple-Urkle-Icon.jpg,THC 26%
Animal Cookies,Indica,https://assets.wikileaf.com/assets/strains/strain/Animal-Cookies-Icon.jpg,THC 27%
Thin Mint Cookies,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Thin-Mint-Cookies-Icon.jpg,THC 24%
Golden Goat,Sativa,https://assets.wikileaf.com/assets/strains/strain/Golden_Goat.png,THC 23%
Super Sour Diesel,Sativa,https://assets.wikileaf.com/assets/strains/strain/Super_Sour_Diesel.png,THC 26%
God Bud,Indica,https://assets.wikileaf.com/assets/strains/strain/God_Bud_500x500.png,THC 27% / CBD 7%
Yoda OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Yoda_OG.png,THC 22%
Great White Shark,Indica,https://assets.wikileaf.com/assets/strains/strain/Great_White_Shark.png,THC 24%
Platinum Girl Scout Cookies,Indica,https://assets.wikileaf.com/assets/strains/strain/Platinum-Girl-Scout_Cookies-Icon.jpg,THC 24%
Blue Diesel,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Diesel.png,THC 23%
Lemon OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Lemon_OG.png,THC 24%
Super Skunk,Indica,https://assets.wikileaf.com/assets/strains/strain/Super_Skunk_500x500.png,THC 28%
Strawberry Diesel,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Strawberry_Diesel.png,THC 27%
King Louis XIII,Indica,https://assets.wikileaf.com/assets/strains/strain/King_Louis_XIII_500x500.png,THC 28%
Chemdawg 4,Indica,https://assets.wikileaf.com/assets/strains/strain/Chemdawg_4.png,THC 28%
Hash Plant,Indica,https://assets.wikileaf.com/assets/strains/strain/Hash_Plant.png,THC 13%
Candy Jack,Sativa,https://assets.wikileaf.com/assets/strains/strain/Candy_Jack.png,THC 27%
Purple Widow,Indica,https://assets.wikileaf.com/assets/strains/strain/Purple_Widow.png,THC 22%
Cinex,Sativa,https://assets.wikileaf.com/assets/strains/strain/Cinex.jpg,THC 26%
$100 OG Kush,Hybrid,https://assets.wikileaf.com/assets/strains/strain/100_OG_Kush.png,THC 25%
Purple Headband,Indica,https://assets.wikileaf.com/assets/strains/strain/Purple_Headband.png,THC 28%
Purple Trainwreck,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Purple_Trainwreck.png,THC 26%
Snow Ryder,Indica,https://assets.wikileaf.com/assets/strains/strain/Snow_Ryder.png,THC 23%
Hurricane,Sativa,https://assets.wikileaf.com/assets/strains/strain/Hurricane.png,THC 18%
Raspberry Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Raspberry_Kush.png,THC 17%
Raspberry Cookies,Indica,https://assets.wikileaf.com/assets/strains/strain/Raspberry_Cookies.png,THC 26%
Tangerine Man,Sativa,https://assets.wikileaf.com/assets/strains/strain/Tangerine-Man-icon.png,THC 18%
J1,Sativa,https://assets.wikileaf.com/assets/strains/strain/J1.png,THC 23%
Blue Dragon,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Dragon.png,THC 24%
Afwreck,Sativa,https://assets.wikileaf.com/assets/strains/strain/Afwreck.png,THC 26%
A-10,Indica,https://assets.wikileaf.com/assets/strains/strain/A-10.png,THC 24%
Stardawg,Sativa,https://assets.wikileaf.com/assets/strains/strain/Stardawg-Icon.jpg,THC 22%
Blueberry,Indica,https://assets.wikileaf.com/assets/strains/strain/Blueberry-Icon.jpg,THC 24%
ACDC,Hybrid,https://assets.wikileaf.com/assets/strains/strain/ACDC.png,THC 6% / CBD 16%
White Fire OG,Indica,https://assets.wikileaf.com/assets/strains/strain/White-Fire-OG-Icon.jpg,THC 25%
Snow White,Indica,https://assets.wikileaf.com/assets/strains/strain/Snow_White.png,THC 22%
Triangle Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Triangle-Kush-icon.jpg,THC 26%
Sour Jack,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Sour_Jack.png,THC 22%
Pineapple Chunk,Indica,https://assets.wikileaf.com/assets/strains/strain/Pineapple_Chunk.png,THC 26%
Critical Jack,Sativa,https://assets.wikileaf.com/assets/strains/strain/Critical_Jack.png,THC 20%
Tahoe Alien,Indica,https://assets.wikileaf.com/assets/strains/strain/Tahoe_Alien.png,THC 29%
Afghani,Indica,https://assets.wikileaf.com/assets/strains/strain/Afghani.png,THC 21%
Blue Widow,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Widow.png,THC 17%
Goji OG,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Goji_OG.png,THC 22%
Grape Stomper,Sativa,https://assets.wikileaf.com/assets/strains/strain/Grape_Stomper.jpg,THC 22%
Alien Technology,Indica,https://assets.wikileaf.com/assets/strains/strain/Strain-AlientTechnology.png,THC 19%
Purple Elephant,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Purple_Elephant.png,THC 25%
Green Ribbon,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Green_Ribbon.png,THC 28%
Cherry AK-47,Sativa,https://assets.wikileaf.com/assets/strains/strain/Cherry_AK-47.png,THC 21%
Sour Tsunami,Sativa,https://assets.wikileaf.com/assets/strains/strain/Sour_Tsunami.png,THC 10% / CBD 14%
Tres Dawg,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Tres_Dawg.png,THC 25%
Zombie OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Zombie-OG-icon.jpg,THC 21%
Green Goblin,Sativa,https://assets.wikileaf.com/assets/strains/strain/Green_Goblin.png,THC 24%
Purple Jems,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Purple_Jems.png,THC 19%
Alien Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Alien_Kush.png,THC 19%
Chemdawg Sour Diesel,Sativa,https://assets.wikileaf.com/assets/strains/strain/Chemdawg_Sour_Diesel.png,THC 26%
Blue Champagne,Sativa,https://assets.wikileaf.com/assets/strains/strain/Blue_Champagne.png,THC 25%
Plushberry,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Plushberry.png,THC 20%
Rainbow Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Rainbow_Kush.png,THC 17%
Purple Rhino,Indica,https://assets.wikileaf.com/assets/strains/strain/Purple_Rhino.png,THC 20%
Golden Pineapple,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Golden_Pineapple.png,THC 29%
Purple Arrow,Indica,https://assets.wikileaf.com/assets/strains/strain/Purple_Arrow.png,THC 24%
Bubba's Gift,Indica,https://assets.wikileaf.com/assets/strains/strain/Bubbas-Gift-Icon.jpg,THC 20%
The White,Indica,https://assets.wikileaf.com/assets/strains/strain/The-White-Icon.jpg,THC 30%
Black Cherry Soda,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Black_Cherry_Soda.jpg,THC 30%
White Nightmare,Sativa,https://assets.wikileaf.com/assets/strains/strain/White_Nightmare.png,THC 22%
MK Ultra,Indica,https://assets.wikileaf.com/assets/strains/strain/MK-Ultra-Icon.png,THC 22%
Arcata Trainwreck,Sativa,https://assets.wikileaf.com/assets/strains/strain/Arcata_Trainwreck.jpg,THC 26%
SAGE,Sativa,https://assets.wikileaf.com/assets/strains/strain/SAGE.png,THC 25%
Jamaican,Sativa,https://assets.wikileaf.com/assets/strains/strain/Jamaican.png,THC 21%
Blackwater,Indica,https://assets.wikileaf.com/assets/strains/strain/Blackwater.jpg,THC 20%
Blue God,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_God.png,THC 20%
Thai,Sativa,https://assets.wikileaf.com/assets/strains/strain/Thai.png,THC 22%
Chocolate Hashberry,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Chocolate_Hashberry.png,THC 25%
Nepali OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Nepali_OG.png,THC 21%
Chemdawg 91,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Chemdawg_91.png,THC 24%
Las Vegas Purple Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Las_Vegas_Purple_Kush.png,THC 23%
Purple Princess,Indica,https://assets.wikileaf.com/assets/strains/strain/Purple-Princess-icon.jpg,THC 17%
Purple Power,Sativa,https://assets.wikileaf.com/assets/strains/strain/Purple_Power.png,THC 20%
West Coast Diesel,Sativa,https://assets.wikileaf.com/assets/strains/strain/West_Coast_Diesel.png,THC 26%
Hawaiian,Sativa,https://assets.wikileaf.com/assets/strains/strain/Hawaiian-Icon.jpg,THC 25%
Hawaiian Haze,Sativa,https://assets.wikileaf.com/assets/strains/strain/Hawaiian_Haze.png,THC 26%
Lost Coast OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Lost_Coast_OG.png,THC 15%
California Orange,Hybrid,https://assets.wikileaf.com/assets/strains/strain/California_Orange.png,THC 15%
Chem's Sister,Sativa,https://assets.wikileaf.com/assets/strains/strain/Chems_Sister.png,THC 28%
Snow Lotus,Indica,https://assets.wikileaf.com/assets/strains/strain/Snow_Lotus.png,THC 25%
Critical Plus,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Critical_Plus.png,THC 20%
Oriental Express,Sativa,https://assets.wikileaf.com/assets/strains/strain/Strain-OrientalExpress.png,THC 16%
Ice Queen,Sativa,https://assets.wikileaf.com/assets/strains/strain/Ice_Queen.png,THC 23%
Big Skunk Korean,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Big_Skunk_Korean.png,THC 19%
Blue Moonshine,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Moonshine.png,THC 16%
Happy Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Happy_Kush.png,THC 19%
Khufu,Indica,https://assets.wikileaf.com/assets/strains/strain/Khufu.png,THC 27%
Twilight,Indica,https://assets.wikileaf.com/assets/strains/strain/Twilight.png,THC 21%
White Moonshine,Indica,https://assets.wikileaf.com/assets/strains/strain/White_Moonshine.png,THC 19%
Alien OG,Sativa,https://assets.wikileaf.com/assets/strains/strain/Alien-OG-Icon.jpg,THC 28%
Jet Fuel,Sativa,https://assets.wikileaf.com/assets/strains/strain/Jet-Fuel-icon.jpg,THC 20%
Key Lime Pie,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Key_Lime_Pie.jpg,THC 25%
Cornbread,Indica,https://assets.wikileaf.com/assets/strains/strain/Cornbread.jpg,THC 20%
Blueberry Pie,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Blueberry_Pie.jpg,THC 20%
Bordello,Indica,https://assets.wikileaf.com/assets/strains/strain/Bordello.jpg,THC 20%
Double Dream,Sativa,https://assets.wikileaf.com/assets/strains/strain/Double_Dream.jpg,THC 26%
Cookies and Cream,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Cookies-and-Cream-Icon.jpg,THC 25%
Dirty Girl,Sativa,https://assets.wikileaf.com/assets/strains/strain/Dirty_Girl.jpg,THC 28%
Royal Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Royal_Kush.jpg,THC 25%
Conspiracy Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Conspiracy_Kush.jpg,THC 25%
Jesus OG,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Jesus_OG.png,THC 28%
Grape God,Indica,https://assets.wikileaf.com/assets/strains/strain/Grape_God.jpg,THC 25%
Blue Hawaiian,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Blue_Hawaiian.jpg,THC 24%
C4,Indica,https://assets.wikileaf.com/assets/strains/strain/C4.jpg,THC 22%
Cali Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Cali_Kush.jpg,THC 15%
Orange Cookies,Indica,https://assets.wikileaf.com/assets/strains/strain/Orange_Cookies.jpg,THC 20%
Dr. Who,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Dr._Who.jpg,THC 30%
Bay Dream,Sativa,https://assets.wikileaf.com/assets/strains/strain/Baydream-Icon.png,THC 26%
Emerald Jack,Sativa,https://assets.wikileaf.com/assets/strains/strain/Emerald_Jack.jpg,THC 20%
UW,Indica,https://assets.wikileaf.com/assets/strains/strain/UW.jpg,THC 20%
Professor Chaos,Sativa,https://assets.wikileaf.com/assets/strains/strain/Professor-Chaos-Icon.jpg,THC 25%
Kimbo Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Kimbo_Kush.jpg,THC 27%
Grape Royale,Indica,https://assets.wikileaf.com/assets/strains/strain/Grape_Royale.jpg,THC 28%
Moonwalker Kush,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Moonwalker-Kush-Icon.jpg,THC 28%
Candy Cane,Indica,https://assets.wikileaf.com/assets/strains/strain/Candy_Cane.jpg,THC 20%
Apple Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Apple_Kush.jpg,THC 20%
Alpha Blue,Sativa,https://assets.wikileaf.com/assets/strains/strain/Alpha_Blue.jpg,THC 20%
Bubblicious,Indica,https://assets.wikileaf.com/assets/strains/strain/Bubblicious.jpg,THC 25%
Mad Scientist,Indica,https://assets.wikileaf.com/assets/strains/strain/Mad_Scientist.jpg,THC 24%
Mob Boss,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Mob_Boss.jpg,THC 21%
Glass Slipper,Sativa,https://assets.wikileaf.com/assets/strains/strain/Glass_Slipper.jpg,THC 25%
Sunset Sherbet,Indica,https://assets.wikileaf.com/assets/strains/strain/Sunset_Sherbert_500x500.png,THC 24%
Laughing Buddha,Sativa,https://assets.wikileaf.com/assets/strains/strain/Laughing_Buddha.jpg,THC 20%
Lodi Dodi,Sativa,https://assets.wikileaf.com/assets/strains/strain/Lodi_Dodi.png,THC 28%
Snoop's Dream,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Snoops_Dream.jpg,THC 25%
Sunshine Daydream,Indica,https://assets.wikileaf.com/assets/strains/strain/Sunshine_Daydream.jpg,THC 25%
Cotton Candy Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Cotton_Candy_Kush.jpg,THC 20%
Head Cheese,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Head_Cheese.jpg,THC 30%
Blue Mango,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Mango.jpg,THC 18%
Presidential OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Presidential_OG.jpg,THC 26%
Sour Grape,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Sour_Grape.jpg,THC 24%
White Buffalo,Sativa,https://assets.wikileaf.com/assets/strains/strain/White_Buffalo.jpg,THC 25%
Oracle,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Oracle.jpg,THC 14%
Boss Hogg,Indica,https://assets.wikileaf.com/assets/strains/strain/Boss_Hogg.jpg,THC 20%
Blue Haze,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Haze.jpg,THC 26%
Blue Ivy,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Ivy.jpg,THC 20%
Malawi,Sativa,https://assets.wikileaf.com/assets/strains/strain/Malawi.jpg,THC 24%
Tiger's Milk,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Tigers_Milk.jpg,THC 17%
Dutch Hawaiian,Sativa,https://assets.wikileaf.com/assets/strains/strain/Dutch_Hawaiian.jpg,THC 28%
Middlefork,Sativa,https://assets.wikileaf.com/assets/strains/strain/Middlefork.jpg,THC 26%
Panda OG,Sativa,https://assets.wikileaf.com/assets/strains/strain/Panda_OG.jpg,THC 25%
Lemon Wreck,Sativa,https://assets.wikileaf.com/assets/strains/strain/Lemon_Wreck.jpg,THC 20%
Cherries Jubilee,Indica,https://assets.wikileaf.com/assets/strains/strain/Cherries_Jubilee.jpg,THC 22%
Dutch Berry,Sativa,https://assets.wikileaf.com/assets/strains/strain/Dutch_Berry.jpg,THC 27%
Allen Wrench,Sativa,https://assets.wikileaf.com/assets/strains/strain/Allen_Wrench.jpg,THC 28%
Golden Ticket,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Golden_Ticket.jpg,THC 26%
P-91,Hybrid,https://assets.wikileaf.com/assets/strains/strain/P-91.jpg,THC 20%
Purple Dragon,Sativa,https://assets.wikileaf.com/assets/strains/strain/Purple_Dragon.jpg,THC 20%
Bay 11,Sativa,https://assets.wikileaf.com/assets/strains/strain/Bay_11.jpg,THC 25%
Big Wreck,Indica,https://assets.wikileaf.com/assets/strains/strain/Big_Wreck.jpg,THC 27%
Isla OG,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Isla_OG.jpg,THC 27%
Blue Kush,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Blue_Kush.jpg,THC 18%
Blueberry Cheesecake,Sativa,https://assets.wikileaf.com/assets/strains/strain/Blueberry_Cheesecake.jpg,THC 20%
XXX OG,Indica,https://assets.wikileaf.com/assets/strains/strain/XXX_OG.jpg,THC 21%
Alien Rift,Indica,https://assets.wikileaf.com/assets/strains/strain/Alien_Rift.jpg,THC 24%
Liberty Haze,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Liberty_Haze.jpg,THC 29%
Banana OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Banana_OG.jpg,THC 25%
Clementine,Sativa,https://assets.wikileaf.com/assets/strains/strain/Clementine.jpg,THC 27%
Headbanger,Sativa,https://assets.wikileaf.com/assets/strains/strain/Headbanger.jpg,THC 28%
Mega Wellness OG,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Mega_Wellness_OG.jpg,THC 33%
Stephen Hawking Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Stephen_Hawking_Kush.jpg,THC 12% / CBD 14%
Gucci OG,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Gucci_OG.jpg,THC 30%
Blue Goo,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Blue_Goo.jpg,THC 22%
Blue Dot,Sativa,https://assets.wikileaf.com/assets/strains/strain/Blue_Dot.jpg,THC 20%
Cheesequake,Indica,https://assets.wikileaf.com/assets/strains/strain/Cheesequake.jpg,THC 22%
Peppermint Cookies,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Peppermint_Cookies.jpg,THC 24%
Blue Magoo,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Magoo.jpg,THC 21%
Rare Darkness,Indica,https://assets.wikileaf.com/assets/strains/strain/Rare_Darkness.jpg,THC 26%
Hell's Angel OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Hells_Angel_OG.jpg,THC 20%
Paris OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Paris_OG.jpg,THC 28%
Boy Scout Cookies,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Boy_Scout_Cookies.jpg,THC 24%
