Name,Type,Image,Stats
Presidential Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Presidential-Kush-icon.jpg,THC 30%
Cannasutra,Indica,https://assets.wikileaf.com/assets/strains/strain/Cannasutra.jpg,THC 23%
Blue Frost,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Frost.jpg,THC 22%
Blue Diamond,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Diamond.jpg,THC 24%
Blue Boy,Sativa,https://assets.wikileaf.com/assets/strains/strain/Blue_Boy.jpg,THC 27%
Sour Cream,Sativa,https://assets.wikileaf.com/assets/strains/strain/Sour_Cream.jpg,THC 17%
Starfighter,Indica,https://assets.wikileaf.com/assets/strains/strain/Starfighter.jpg,THC 26%
Cherry Cookies,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Cherry_Cookies.jpg,THC 26%
Deep Purple,Indica,https://assets.wikileaf.com/assets/strains/strain/Deep_Purple.jpg,THC 19%
Fruit Loops,Indica,https://assets.wikileaf.com/assets/strains/strain/Fruit_Loops.jpg,THC 19%
Crown Royale,Indica,https://assets.wikileaf.com/assets/strains/strain/Crown_Royale.png,THC 22%
Cit·Rix,Sativa,https://assets.wikileaf.com/assets/strains/strain/Citrix-Icon.png,THC 23%
Dream Star,Indica,https://assets.wikileaf.com/assets/strains/strain/Dream-Sta-Icon.png,THC 25%
Frank's Gift,Sativa,https://assets.wikileaf.com/assets/strains/strain/franks-gift-icon.png,THC 9% / CBD 24%
9 Pound Hammer,Indica,https://assets.wikileaf.com/assets/strains/strain/9-Pound-Hammer-Icon.jpg,THC 23%
Grease Monkey,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Grease_Monkey_500x500.png,THC 30%
Black Diamond,Indica,https://assets.wikileaf.com/assets/strains/strain/Black-Diamond-Icon.jpg,THC 24%
Black Mamba,Indica,https://assets.wikileaf.com/assets/strains/strain/Black_Mamba.jpg,THC 25%
Huckleberry,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Huckleberry.jpg,THC 26%
Blue Knight,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Blue_Knight.jpg,THC 27%
Blue Venom,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Venom.jpg,THC 23%
Sour Patch Kiss,Sativa,https://assets.wikileaf.com/assets/strains/strain/Sour_Patch_Kiss.jpg,THC 31%
Megalodon,Sativa,https://assets.wikileaf.com/assets/strains/strain/Megalodon-Icon.png,THC 23%
Emerald OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Emerald_OG.jpg,THC 22%
Pink Panties,Indica,https://assets.wikileaf.com/assets/strains/strain/Pink_Panties.jpg,THC 24%
Black Ice,Indica,https://assets.wikileaf.com/assets/strains/strain/Black_Ice.jpg,THC 24%
Berry Bomb,Indica,https://assets.wikileaf.com/assets/strains/strain/Berry_Bomb.jpg,THC 23%
Bubba OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Bubba_OG.jpg,THC 27%
Blue Sky,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Sky.jpg,THC 19%
Blue Power,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_Power.jpg,THC 27%
Blue Magic,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Blue_Magic.jpg,THC 23%
Blue Jay Way,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Blue_Jay_Way.jpg,THC 8%
Blue Nightmare,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Blue-Nightmare-Icon.png,THC 19%
Blue OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Blue_OG.jpg,THC 19%
Blue Thai,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Blue_Thai.jpg,THC 21%
Blueberry Blast,Indica,https://assets.wikileaf.com/assets/strains/strain/Blueberry_Blast.jpg,THC 28%
Godzilla,Indica,https://assets.wikileaf.com/assets/strains/strain/Godzilla.jpg,THC 18%
Pink Death Star,Indica,https://assets.wikileaf.com/assets/strains/strain/Pink_Death_Star.jpg,THC 23%
Appalachia,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Appalachia.jpg,THC 21%
Pink Champagne,Indica,https://assets.wikileaf.com/assets/strains/strain/Pink_Champagne.jpg,THC 23%
Narnia,Sativa,https://assets.wikileaf.com/assets/strains/strain/Narnia.jpg,THC 25%
Alien Rock Candy,Indica,https://assets.wikileaf.com/assets/strains/strain/Alien_Rock_Candy.jpg,THC 18%
Black Haze,Sativa,https://assets.wikileaf.com/assets/strains/strain/Black_Haze.jpg,THC 22%
Black Russian,Indica,https://assets.wikileaf.com/assets/strains/strain/Black_Russian.jpg,THC 26%
Blackberry Pie,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Blackberry_Pie.jpg,THC 19%
Blowfish,Indica,https://assets.wikileaf.com/assets/strains/strain/Blowfish.jpg,THC 26%
Alaskan Thunderfuck,Sativa,https://assets.wikileaf.com/assets/strains/strain/Alaskan_Thunderfuck_500x500.png,THC 27%
Critical Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Critical-Kush-Icon.jpg,THC 29%
Incredible Hulk,Sativa,https://assets.wikileaf.com/assets/strains/strain/Incredible_Hulk.jpg,THC 24%
Diamond OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Diamond_OG-Icon.jpg,THC 22%
Syrup OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Syrup_OG.jpg,THC 30%
Hawaiian Punch,Sativa,https://assets.wikileaf.com/assets/strains/strain/Hawaiian_Punch.png,THC 25%
King Kong,Indica,https://assets.wikileaf.com/assets/strains/strain/King_Kong.jpg,THC 21%
Herojuana,Indica,https://assets.wikileaf.com/assets/strains/strain/Herojuana.jpg,THC 29%
Fruit Punch,Sativa,https://assets.wikileaf.com/assets/strains/strain/Fruit_Punch.jpg,THC 25%
Frankenstein,Indica,https://assets.wikileaf.com/assets/strains/strain/Frankenstein.jpg,THC 29%
Cookie Dough,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Cookie_Dough.jpg,THC 25%
Chocolate Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Chocolate_Kush.jpg,THC 28%
Cheese Candy,Sativa,https://assets.wikileaf.com/assets/strains/strain/Cheese_Candy.jpg,THC 20%
Alpha Omega OG,Sativa,https://assets.wikileaf.com/assets/strains/strain/Alpha_Omega_OG.jpg,THC 0%
Charlie Sheen,Sativa,https://assets.wikileaf.com/assets/strains/strain/Charlie_Sheen.jpg,THC 24%
Cherry OG,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Cherry_OG.jpg,THC 23%
Abusive OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Abusive_OG.jpg,THC 32%
Dr. Feelgood,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Dr._Feelgood.jpg,THC 20%
Crown OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Crown_OG.jpg,THC 28%
Tesla Tower,Sativa,https://assets.wikileaf.com/assets/strains/strain/Tesla_Tower.jpg,THC 22%
Gobbstopper,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Gobbstopper.jpg,THC 21%
Euforia,Sativa,https://assets.wikileaf.com/assets/strains/strain/Euforia.jpg,THC 23%
Euphoria,Indica,https://assets.wikileaf.com/assets/strains/strain/Euphoria.jpg,THC 6%
Harambe's Ghost,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Harambes_Ghost.jpg,THC 30%
Sour Moonrocks,Sativa,https://assets.wikileaf.com/assets/strains/strain/Sour_Moonrocks.jpg,THC 59%
Bubbleberry,Sativa,https://assets.wikileaf.com/assets/strains/strain/Bubbleberry.jpg,THC 21%
3x Crazy,Hybrid,https://assets.wikileaf.com/assets/strains/strain/3x_Crazy.jpg,THC 23%
24K Gold,Indica,https://assets.wikileaf.com/assets/strains/strain/24K_Gold.jpg,THC 24%
Willy Wonka,Sativa,https://assets.wikileaf.com/assets/strains/strain/Willy_Wonka.jpg,THC 28%
Tutti Frutti,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Tutti_Frutti.jpg,THC 23%
Cherry Skunk,Indica,https://assets.wikileaf.com/assets/strains/strain/Cherry_Skunk.jpg,THC 22%
Blurple,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Blurple.jpg,THC 19%
Jager,Indica,https://assets.wikileaf.com/assets/strains/strain/Jager_500x500.png,THC 23%
Colombian Gold,Sativa,https://assets.wikileaf.com/assets/strains/strain/Colombian_Gold.jpg,THC 20%
Blueberry Headband,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Blueberry_Headband.jpg,THC 18%
Lemon Cake,Sativa,https://assets.wikileaf.com/assets/strains/strain/Lemon_Cake.jpg,THC 25%
Somango,Indica,https://assets.wikileaf.com/assets/strains/strain/Somango.jpg,THC 23%
THC Bomb,Hybrid,https://assets.wikileaf.com/assets/strains/strain/THC_Bomb.jpg,THC 26%
K2,Indica,https://assets.wikileaf.com/assets/strains/strain/K2.jpg,THC 29%
Deep Chunk,Indica,https://assets.wikileaf.com/assets/strains/strain/Deep_Chunk.jpg,THC 20%
Citrus Sap,Sativa,https://assets.wikileaf.com/assets/strains/strain/Citrus_Sap.jpg,THC 24%
Jedi Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/Jedi_Kush.jpg,THC 30%
Hippie Crippler,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Hippie_Crippler.jpg,THC 27%
Chocolate Chunk,Indica,https://assets.wikileaf.com/assets/strains/strain/Chocolate_Chunk.jpg,THC 22%
Irish Cream,Indica,https://assets.wikileaf.com/assets/strains/strain/Irish_Cream.jpg,THC 20%
Dizzy OG,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Dizzy_OG.jpg,THC 22%
Silver Surfer,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Silver_Surfer.jpg,THC 26%
Kona Gold,Sativa,https://assets.wikileaf.com/assets/strains/strain/Kona_Gold.jpg,THC 15%
Green Goddess,Indica,https://assets.wikileaf.com/assets/strains/strain/Green_Goddess.jpg,THC 20%
Blueberry Haze,Sativa,https://assets.wikileaf.com/assets/strains/strain/Blueberry_Haze.jpg,THC 23%
Blueberry Diesel,Indica,https://assets.wikileaf.com/assets/strains/strain/Blueberry_Diesel.jpg,THC 23%
Transformer,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Transformer.jpg,THC 22%
Mountain Girl,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Mountain_Girl.jpg,THC 20%
LA Woman,Hybrid,https://assets.wikileaf.com/assets/strains/strain/LA_Woman.jpg,THC 28%
Sexxpot,Indica,https://assets.wikileaf.com/assets/strains/strain/Sexxpot.jpg,THC 15%
Haze Berry,Sativa,https://assets.wikileaf.com/assets/strains/strain/Haze_Berry.jpg,THC 22%
Black Cherry Cheesecake,Indica,https://assets.wikileaf.com/assets/strains/strain/Black_Cherry_Cheesecake.jpg,THC 24%
CBD Kush,Indica,https://assets.wikileaf.com/assets/strains/strain/CBD_Kush.jpg,THC 8%
Pitbull,Indica,https://assets.wikileaf.com/assets/strains/strain/Pitbull.jpg,THC 21%
Memory Loss,Sativa,https://assets.wikileaf.com/assets/strains/strain/Memory_Loss.jpg,THC 28%
Lucid Dream,Sativa,https://assets.wikileaf.com/assets/strains/strain/Lucid_Dream.jpg,THC 28%
Pez,Indica,https://assets.wikileaf.com/assets/strains/strain/Pez.jpg,THC 27%
Deep Sleep,Indica,https://assets.wikileaf.com/assets/strains/strain/Deep_Sleep.jpg,THC 20%
Dairy Queen,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Dairy_Queen.jpg,THC 28%
Ice Wreck,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Ice_Wreck.jpg,THC 28%
Love Potion #1,Sativa,https://assets.wikileaf.com/assets/strains/strain/Love_Potion_1.jpg,THC 18%
Exodus Cheese,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Exodus_Cheese.png,THC 18%
LA OG,Hybrid,https://assets.wikileaf.com/assets/strains/strain/LA_OG.jpg,THC 24%
Watermelon,Indica,https://assets.wikileaf.com/assets/strains/strain/Watermelon.jpg,THC 22%
Lucy,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Lucy.jpg,THC 20%
Grape Kush,Sativa,https://assets.wikileaf.com/assets/strains/strain/Grape_Kush.jpg,THC 30%
Kong,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Kong.jpg,THC 20%
Ingrid,Indica,https://assets.wikileaf.com/assets/strains/strain/Ingrid.jpg,THC 25%
Game Changer,Indica,https://assets.wikileaf.com/assets/strains/strain/Game_Changer.jpg,THC 29%
Chem Willie,Sativa,https://assets.wikileaf.com/assets/strains/strain/Chem_Willie.jpg,THC 31%
White Girl,Sativa,https://assets.wikileaf.com/assets/strains/strain/White_Girl.jpg,THC 30%
Mango Haze,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Mango_Haze.jpg,THC 19%
Green Lantern,Sativa,https://assets.wikileaf.com/assets/strains/strain/Green_Lantern.jpg,THC 28%
Atomic Northern Lights,Indica,https://assets.wikileaf.com/assets/strains/strain/Atomic_Northern_Lights.jpg,THC 24%
Lifesaver,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Lifesaver.jpg,THC 21%
Killer Queen,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Killer_Queen.jpg,THC 21%
Hog,Indica,https://assets.wikileaf.com/assets/strains/strain/Hog.jpg,THC 23%
Haole,Indica,https://assets.wikileaf.com/assets/strains/strain/Haole.jpg,THC 17%
Blueberry Yum Yum,Sativa,https://assets.wikileaf.com/assets/strains/strain/Blueberry_Yum_Yum.jpg,THC 25%
Milky Way,Sativa,https://assets.wikileaf.com/assets/strains/strain/Milky_Way.jpg,THC 22%
Mexican,Sativa,https://assets.wikileaf.com/assets/strains/strain/Mexican.jpg,THC 16%
Mammoth,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Mammoth.jpg,THC 21%
Locomotion,Indica,https://assets.wikileaf.com/assets/strains/strain/Locomotion.jpg,THC 23%
Killing Fields,Sativa,https://assets.wikileaf.com/assets/strains/strain/Killing_Fields.jpg,THC 22%
Goo,Indica,https://assets.wikileaf.com/assets/strains/strain/Goo.jpg,THC 24%
Earth OG,Indica,https://assets.wikileaf.com/assets/strains/strain/Earth_OG.jpg,THC 22%
Cabbage Patch,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Cabbage_Patch.jpg,THC 27%
Lemon Drop,Sativa,https://assets.wikileaf.com/assets/strains/strain/Lemon_Drop.jpg,THC 23%
Hong Kong,Hybrid,https://assets.wikileaf.com/assets/strains/strain/Hong_Kong.jpg,THC 25%
Early Girl,Indica,https://assets.wikileaf.com/assets/strains/strain/Early_Girl.jpg,THC 20%
Dog Shit,Sativa,https://assets.wikileaf.com/assets/strains/strain/Dog_Shit_500x500.png,THC 26%
